UID,Name,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,Height,Weight,AerialAbility,CommandOfArea,Communication,Eccentricity,Handling,Kicking,OneOnOnes,Reflexes,RushingOut,TendencyToPunch,Throwing,Corners,Crossing,Dribbling,Finishing,FirstTouch,Freekicks,Heading,LongShots,Longthrows,Marking,Passing,PenaltyTaking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decisions,Determination,Flair,Leadership,OffTheBall,Positioning,Teamwork,Workrate,Acceleration,Agility,Balance,Jumping,LeftFoot,NaturalFitness,Pace,RightFoot,Stamina,Strength,Consistency,Dirtiness,ImportantMatches,InjuryProness,Versatility,Adaptability,Ambition,Loyalty,Pressure,Professional,Sportsmanship,Temperament,Controversy,PositionsDesc,Goalkeeper,Sweeper,Striker,AttackingMidCentral,AttackingMidLeft,AttackingMidRight,DefenderCentral,DefenderLeft,DefenderRight,DefensiveMidfielder,MidfielderCentral,MidfielderLeft,MidfielderRight,WingBackLeft,WingBackRight
1394665686,Marlon Henrique,1651,21/11/2000,15,0,0,0,0,179,0,3,2,1,2,3,3,2,2,3,1,1,4,4,1,3,4,1,3,3,4,5,3,2,4,3,12,5,5,3,6,4,8,7,7,12,4,6,17,14,12,8,3,10,8,10,11,20,11,3,5,7,14,7,12,4,9,11,8,11,6,10,10,D R,1,1,1,1,1,1,1,6,20,1,1,1,1,1,9
1394665687,Douglas,1651,24/09/2000,15,0,0,0,0,178,0,2,1,1,2,2,2,1,3,3,2,1,4,3,3,5,4,3,8,3,6,6,5,5,12,4,15,7,9,7,9,7,6,7,7,8,5,7,14,10,7,7,14,9,14,7,6,20,7,10,9,12,3,6,12,7,12,13,8,10,11,11,8,D RLC,1,1,1,1,1,1,20,19,19,1,1,1,1,6,5
1394665688,Leomir,1651,10/10/2000,15,0,0,0,0,180,0,3,2,2,3,3,3,3,1,1,1,3,4,1,3,3,3,1,6,3,3,6,3,2,12,3,9,4,4,2,5,2,10,6,7,5,2,11,11,13,6,6,3,7,20,12,5,9,8,6,6,10,10,2,8,10,11,8,12,13,10,9,8,D LC,1,1,1,1,1,1,20,15,1,1,1,1,1,7,1
1394665689,Filipe Gasperin,1651,23/05/2000,16,0,0,0,0,174,0,1,4,2,2,4,1,1,3,2,3,2,5,8,5,5,6,3,1,5,1,3,4,1,3,8,8,3,8,4,3,8,4,4,8,1,5,3,6,4,14,10,3,7,20,13,10,8,3,3,3,14,4,5,6,9,6,7,7,12,13,8,8,M/AM L,1,1,1,1,17,1,1,1,1,1,1,20,1,1,1
1394665690,Luís Fernando,1651,23/10/2000,15,0,0,0,0,170,0,3,3,2,1,2,1,3,2,2,2,2,4,5,6,2,5,2,2,4,2,4,6,3,3,6,12,6,6,4,2,5,6,5,7,2,3,3,13,9,12,11,12,8,20,14,12,8,5,4,12,8,6,6,6,2,5,15,4,12,11,7,4,M L,1,1,1,1,11,1,1,1,1,1,1,20,1,1,1
1394665837,Fábio Souza Ramos,1651,07/03/2000,16,0,0,0,0,180,0,5,8,3,2,7,3,4,6,11,13,4,1,3,1,3,2,3,1,2,1,3,1,1,3,4,13,4,13,2,5,4,8,5,2,14,3,6,13,7,12,9,11,10,7,7,7,20,2,6,8,7,8,10,2,12,18,5,10,10,11,10,5,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1394665838,José Augusto,1651,07/12/2000,15,0,0,0,0,180,0,2,2,2,2,2,2,1,2,3,1,3,4,6,5,2,7,5,4,4,5,6,4,5,8,10,10,4,6,6,10,5,6,4,8,5,3,5,4,3,7,6,6,10,15,10,8,20,6,7,8,10,3,6,9,7,5,6,8,3,6,13,3,D R,1,1,1,1,1,1,1,12,20,1,1,1,1,1,7
1394665839,Cleyton,1651,13/12/2000,15,0,0,0,0,185,0,1,1,2,1,1,3,2,2,2,1,3,2,1,1,1,3,1,4,2,2,9,3,1,4,2,7,5,11,3,8,1,9,3,7,10,1,9,3,2,6,7,3,10,13,11,6,20,3,10,12,7,16,7,7,5,5,7,9,5,6,10,6,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
1394665840,Romeu,1651,01/08/2000,15,0,0,0,0,177,0,3,2,3,3,2,1,3,1,3,2,1,1,2,3,2,4,1,5,3,1,9,3,1,9,5,11,4,15,2,5,3,6,7,2,7,1,7,14,9,8,10,10,10,11,13,8,20,4,9,5,7,8,3,6,13,7,6,8,7,9,15,10,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
1394665841,Sidney,1651,25/11/2000,15,0,0,0,0,177,0,3,1,3,4,1,2,2,3,3,1,2,8,8,5,3,6,11,5,6,4,4,6,2,5,7,17,7,4,5,4,6,6,6,5,3,4,2,13,9,9,11,13,6,20,10,12,9,8,5,8,8,14,8,11,12,7,5,11,18,7,13,9,M L,1,1,1,1,11,1,1,1,1,1,1,20,1,1,1
1394665842,Marcus Vinícius,1651,22/03/2000,16,0,0,0,0,182,0,2,3,1,3,2,2,2,1,3,3,2,1,5,5,3,5,2,2,3,1,1,3,1,2,3,9,5,5,4,1,5,5,7,14,8,4,1,7,9,13,10,4,9,20,11,13,11,4,4,7,7,5,5,6,20,13,10,9,8,4,7,2,M/AM L,1,1,1,1,20,1,1,1,1,1,1,19,1,1,1
1394665843,Paulo Sérgio,1651,11/12/2000,15,0,0,0,0,180,0,3,3,2,3,3,1,2,2,3,1,1,12,15,4,4,10,8,7,3,4,3,6,3,5,7,9,7,5,6,5,6,7,5,8,4,5,4,16,12,8,9,6,7,11,15,9,20,9,5,14,7,15,9,6,18,16,3,13,16,9,8,7,M/AM R,1,1,1,1,1,16,1,1,1,1,1,1,20,1,1
1394665844,John,1651,29/11/2000,15,0,0,0,0,172,0,3,1,3,3,1,3,3,3,1,3,3,3,3,4,2,8,6,1,1,1,1,3,1,1,4,7,2,16,2,2,5,6,8,14,6,1,1,11,7,11,9,2,5,11,12,11,20,9,2,11,7,11,5,7,8,13,6,5,5,1,9,18,AM R,1,1,1,1,1,20,1,1,1,1,1,1,14,1,1
1394665845,Wallace Luís,1651,11/04/2000,16,0,0,0,0,181,0,1,1,1,1,1,3,2,1,3,1,1,3,2,2,2,5,2,14,3,5,4,8,3,5,3,5,2,7,6,5,5,11,14,6,6,3,8,13,8,10,7,5,10,8,11,9,20,3,6,8,10,8,10,5,2,15,17,9,5,9,10,13,DM ,1,1,1,1,1,1,14,1,1,20,6,1,1,1,1
1394665846,José Roberto,1651,07/09/2000,15,0,0,0,0,174,0,1,4,4,2,3,1,3,3,2,1,2,7,5,3,5,6,12,3,5,1,1,3,2,3,8,9,5,17,7,2,4,9,8,10,4,4,2,11,7,11,8,11,7,20,7,7,8,8,5,7,7,12,5,2,6,6,11,13,3,11,7,6,AM C,1,1,15,20,1,1,1,1,1,1,1,1,1,1,1
1394665847,Lucas,1651,19/05/2000,16,0,0,0,0,173,0,3,1,1,1,2,1,4,1,2,3,1,1,1,4,4,5,4,4,4,1,5,6,5,8,9,10,6,6,3,5,4,10,7,8,8,3,11,13,9,7,5,14,4,20,6,5,8,6,9,5,7,8,5,7,6,11,7,10,18,19,15,9,DM ,1,1,1,1,1,1,13,1,1,20,7,1,1,1,1
1394665848,João Aluino,1651,27/11/2000,15,0,0,0,0,184,0,7,7,3,5,13,4,6,13,9,6,2,1,3,1,1,3,4,1,2,3,2,1,3,3,1,6,6,10,1,3,1,10,7,1,7,1,9,7,8,5,8,11,10,8,13,3,20,4,5,3,8,11,10,6,8,16,3,6,3,11,10,14,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1394665849,Caio,1651,27/02/2000,16,0,0,0,0,173,0,2,2,3,2,3,3,1,3,1,1,3,3,4,3,4,6,1,4,3,5,7,4,5,4,4,11,7,6,5,8,4,9,12,8,5,5,6,12,8,8,11,6,8,20,14,11,9,9,4,3,9,8,1,6,5,6,10,11,16,17,9,3,D RL,1,1,1,1,1,1,1,20,18,1,1,1,1,7,9
1394665850,Marivaldo de Santana,1651,16/06/2000,16,0,0,0,0,197,0,3,3,4,2,3,1,2,3,1,2,1,1,1,2,2,2,1,6,2,2,5,5,2,10,4,13,8,5,4,7,4,11,5,3,9,2,5,9,11,5,6,3,12,13,11,6,20,6,7,7,13,9,3,6,9,13,10,11,7,7,8,14,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
1394665851,Paulo André,1651,24/12/2000,15,0,0,0,0,178,0,3,1,4,3,4,1,2,1,3,1,3,1,1,3,2,4,1,6,3,1,12,4,4,6,5,10,6,8,6,7,4,11,8,6,14,1,11,9,11,7,10,5,9,7,14,10,20,7,4,6,8,9,5,7,5,12,8,13,9,7,6,3,D RC,1,1,1,1,1,1,20,1,15,1,1,1,1,1,9
1394665852,Jadelson,1651,07/10/2000,15,0,0,0,0,191,0,3,2,3,2,3,3,1,3,1,1,2,4,1,2,5,2,1,6,3,2,7,7,1,11,5,18,8,9,3,4,3,9,9,8,10,2,5,3,4,5,4,4,13,11,14,4,20,4,8,6,11,17,13,8,9,10,9,8,11,6,12,3,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
1394665853,Wescley,1651,17/04/2000,16,0,0,0,0,172,0,3,1,3,3,3,3,1,4,1,2,2,5,7,6,5,6,5,3,3,2,5,5,3,4,6,13,6,2,3,3,2,6,8,6,9,6,4,5,9,11,7,9,9,20,13,11,12,5,5,5,11,10,7,8,11,16,7,7,13,1,1,6,M L,1,1,1,1,12,1,1,1,1,1,1,20,1,1,1
1394665854,Arthur,1651,29/01/2001,15,0,0,0,0,173,0,4,2,2,3,2,2,1,1,1,1,2,5,8,8,3,3,4,4,3,2,2,5,6,3,7,6,5,4,3,3,7,7,6,4,2,5,2,9,12,11,10,11,8,20,13,11,8,7,4,7,15,3,6,3,10,12,7,13,7,11,12,1,M L,1,1,1,1,12,1,1,1,1,1,1,20,1,1,1
1394665855,Cícero Flávio,1651,23/09/2000,15,0,0,0,0,168,0,2,1,2,1,3,2,1,2,1,2,3,5,8,4,5,4,4,3,3,4,6,6,2,3,8,6,5,6,3,4,6,10,5,4,8,5,2,5,4,15,10,5,6,8,17,14,20,5,4,7,12,15,8,12,2,3,6,12,17,10,9,7,M R,1,1,1,1,1,12,1,1,1,1,1,1,20,1,1
1394665856,Marcos,1651,24/07/2000,15,0,0,0,0,180,0,4,1,1,2,3,3,3,1,3,2,2,5,7,6,5,4,4,1,1,1,1,5,2,1,8,7,3,1,2,2,5,3,4,9,5,1,1,8,10,13,10,2,10,9,12,9,20,6,2,5,14,15,9,9,9,1,12,9,1,14,9,19,AM R,1,1,1,1,1,20,1,1,1,1,1,1,12,1,1
1394665857,Flaysmar,1651,01/12/2000,15,0,0,0,0,180,0,2,2,1,1,3,1,1,1,2,3,3,1,2,5,4,7,1,4,5,1,6,4,4,4,7,7,7,3,8,5,9,8,8,1,4,5,9,13,14,4,7,11,8,20,12,5,8,9,5,6,4,9,4,9,13,10,9,9,3,15,11,3,DM ,1,1,1,1,1,1,1,1,1,20,12,1,1,1,1
1394665858,Luiz Miller,1651,12/05/2000,16,0,0,0,0,169,0,3,1,2,2,3,1,3,3,2,2,4,9,5,11,4,5,11,2,5,2,2,6,1,4,8,9,6,3,5,3,5,8,4,13,14,5,2,8,11,9,10,11,5,20,7,10,9,8,3,12,9,6,8,4,8,11,11,10,9,9,6,6,AM LC,1,1,1,20,17,1,1,1,1,1,14,1,1,1,1
1394665859,Guilherme,1651,26/03/2000,16,0,0,0,0,180,0,2,3,2,2,4,3,4,4,2,1,4,9,3,4,3,9,12,3,10,1,5,3,4,7,6,20,4,2,5,4,10,14,4,8,14,4,4,14,9,10,8,3,6,20,13,9,11,4,6,14,13,8,7,5,12,20,3,12,17,6,10,6,DM ,1,1,1,1,1,1,1,1,1,20,14,1,1,1,1
1394667735,Thiago José,1651,21/05/2000,16,0,0,0,0,170,0,3,3,2,3,3,3,1,3,2,1,2,4,5,3,1,8,1,2,1,5,5,4,4,7,8,3,4,5,4,8,1,11,7,7,5,2,5,9,13,9,7,6,5,20,14,6,11,11,4,12,10,7,10,4,8,3,8,12,13,9,6,6,D L,1,1,1,1,1,1,1,20,6,1,1,1,1,9,1
1394667736,Thiago José,1651,27/06/2000,16,0,0,0,0,187,0,3,2,1,2,1,3,2,1,3,1,3,1,3,1,1,3,1,11,3,2,12,4,2,7,1,13,5,3,3,5,2,4,5,2,8,3,4,18,12,6,6,3,12,16,12,6,20,9,7,15,6,17,7,5,9,9,8,10,6,14,11,2,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
1394667737,Pedro,1651,06/09/2000,15,0,0,0,0,191,0,3,2,2,2,1,1,1,2,3,4,3,1,3,2,2,3,1,6,1,1,4,3,1,8,3,11,9,5,3,5,3,11,7,7,10,1,4,12,12,6,6,3,10,9,15,6,20,8,10,4,7,8,2,11,7,16,19,8,9,5,7,12,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
1394667790,José Luís,1651,04/01/2000,16,0,0,0,0,180,0,12,7,4,1,9,4,4,6,7,10,5,2,3,3,1,4,6,1,1,1,1,1,3,1,1,10,6,14,3,9,2,9,9,3,14,2,5,16,11,11,9,3,7,20,11,13,7,6,5,8,11,6,7,6,10,7,4,9,12,8,7,8,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14021312,Gustavo Maccarone,1651,17/03/1987,29,0,0,0,0,174,62,3,4,3,1,3,1,3,3,2,1,3,7,13,14,10,12,7,11,7,6,5,11,9,5,13,9,10,9,11,10,9,8,5,13,6,13,7,14,12,13,12,7,8,8,14,11,20,13,7,10,7,9,8,14,15,9,10,11,11,3,14,7,M/AM R,1,1,1,12,1,20,1,1,1,1,1,1,18,1,1
1403409,Emerson,1651,16/08/1980,35,0,0,0,0,187,81,3,4,3,1,3,2,3,2,4,2,3,8,9,13,10,12,14,14,15,6,12,11,10,13,14,11,13,13,7,11,13,10,14,15,15,8,11,10,11,10,11,13,12,20,12,12,11,12,12,13,15,11,4,15,15,12,18,15,15,14,14,5,D/DM/M C,1,1,1,1,1,1,20,1,1,19,16,1,1,1,1
14091251,Francisco De Souza,1651,20/04/1991,25,0,0,0,0,173,0,1,1,3,2,1,3,2,2,3,3,3,11,12,15,8,9,11,5,7,2,4,9,11,4,12,10,14,11,13,8,11,6,10,10,10,12,9,11,12,12,10,14,7,11,10,13,20,12,7,6,6,9,6,10,14,10,14,13,12,12,8,8,AM RL,1,1,12,8,20,19,1,1,1,1,1,15,15,1,1
14124629,Junior Neto,1651,06/06/1995,21,0,0,0,0,183,72,2,2,1,1,1,2,2,2,3,1,3,4,3,12,13,10,5,10,6,1,4,4,5,4,13,8,6,7,13,6,6,10,7,13,6,12,6,5,7,13,8,6,10,8,13,10,20,5,8,6,5,1,4,8,9,10,11,11,10,4,15,2,S C,1,1,20,15,1,1,1,1,1,1,1,1,1,1,1
1413233,Diego Oliveira,1651,11/02/1987,29,0,0,0,0,174,70,1,1,1,1,1,1,1,1,1,1,1,10,10,8,7,6,10,4,7,6,3,11,10,3,10,7,7,6,5,6,9,9,12,15,8,12,6,9,10,12,10,5,6,10,14,11,20,9,7,11,12,8,8,9,14,12,12,10,8,13,13,10,M/AM RL,1,1,1,1,15,20,1,1,1,1,1,15,19,1,1
14135118,Walter De Souza,1651,26/06/1996,20,0,0,0,0,175,73,3,2,1,1,2,1,2,2,1,3,4,7,11,12,12,11,10,4,10,7,5,13,4,6,11,8,8,6,8,11,11,14,10,8,5,11,9,11,14,12,12,6,9,20,14,12,8,10,8,10,8,6,6,10,9,12,11,10,10,3,12,2,AM RLC,1,1,1,20,15,15,1,1,1,1,1,1,1,1,1
1414561,Cassiano Bodini,1651,06/09/1983,32,0,0,0,0,171,67,2,2,2,1,2,3,1,2,1,4,1,6,7,12,9,12,6,6,7,7,6,10,6,3,11,8,12,11,10,11,9,10,16,13,8,14,7,10,11,12,14,9,4,10,11,12,20,10,9,11,6,12,16,10,5,15,13,2,16,8,10,1,AM/S R,1,1,16,1,1,20,1,1,1,1,1,1,1,1,1
141835,Arthuro,1651,27/08/1982,33,0,0,0,0,192,85,1,3,1,3,2,1,2,3,2,3,1,3,2,14,13,12,9,17,5,4,3,14,15,7,14,3,13,12,12,15,10,13,15,11,3,12,8,14,12,7,11,17,17,20,17,6,11,14,17,14,3,15,5,2,14,13,10,14,16,16,16,8,S ,1,1,20,10,1,1,1,1,1,1,1,1,1,1,1
141933,Juan,1651,06/02/1982,34,2,0,0,0,168,66,1,3,2,2,1,3,4,1,4,1,1,13,13,14,12,15,12,7,13,11,10,15,13,9,15,12,13,12,13,10,14,13,11,14,11,13,8,13,10,13,13,15,4,20,15,12,7,12,7,12,13,14,4,12,9,14,9,14,5,10,8,7,D/WB/M/AM LC,1,1,1,19,1,1,1,19,1,1,20,19,1,19,1
142332,Halisson,1651,28/06/1985,31,0,0,0,0,188,81,1,2,1,3,3,3,1,3,1,2,1,6,7,8,9,9,7,15,7,12,12,13,10,14,14,12,12,14,10,13,7,9,15,9,10,7,12,14,15,11,13,15,16,7,16,12,20,16,15,11,11,12,7,6,11,8,12,11,11,10,10,7,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
142361,Júnior César,1651,09/04/1982,34,0,0,0,0,166,60,3,1,3,3,4,3,2,2,1,3,2,10,12,13,9,12,14,6,11,4,8,11,12,8,12,8,12,10,11,10,12,11,14,14,14,11,8,11,10,16,15,9,3,20,14,15,9,16,6,12,13,12,3,12,11,13,11,13,8,10,10,7,D/WB L,1,1,1,1,1,1,1,20,1,1,1,13,1,17,1
142362,Fernando Henrique,1651,25/11/1983,32,1,0,0,0,189,82,14,13,13,14,14,15,13,14,11,17,14,1,3,1,1,12,5,6,1,3,1,11,3,3,11,10,5,6,9,13,7,5,9,3,15,2,13,15,13,12,16,15,15,10,16,13,20,15,15,13,5,18,6,10,9,15,12,6,12,13,13,5,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142363,Carlos Alberto,1651,11/12/1984,31,1,0,0,0,175,73,3,4,4,3,3,3,1,3,3,4,2,13,13,14,13,13,13,8,12,7,2,13,15,6,15,15,13,12,11,9,13,12,5,14,14,13,8,11,11,12,13,14,7,12,11,12,20,11,12,11,12,12,17,12,2,6,8,8,4,7,5,17,AM/S RLC,1,1,18,20,15,15,1,1,1,1,15,1,1,1,1
142364,Marcelo Macedo,1651,01/02/1983,33,0,0,0,0,177,72,1,2,2,2,1,1,2,2,1,3,1,7,8,11,10,10,6,11,8,4,5,8,12,7,11,13,11,9,10,11,9,8,14,12,12,11,5,11,8,11,11,11,7,10,15,11,20,11,8,11,13,10,11,9,7,12,11,12,9,13,14,11,S C,1,1,20,15,1,1,1,1,1,1,1,1,1,1,1
142365,Rodrigo Alvim,1651,25/11/1983,32,0,0,0,0,182,72,2,3,1,2,3,2,3,2,2,3,3,11,11,10,9,11,11,11,11,12,10,10,12,10,10,11,9,12,11,11,10,11,13,10,10,11,11,11,12,12,11,12,10,20,15,11,5,13,11,10,10,12,8,10,7,12,14,10,15,12,12,7,D L,1,2,1,1,1,1,10,20,1,1,1,1,1,15,1
14525,Adrianinho,1651,11/07/1980,35,0,0,0,0,176,69,2,3,1,2,2,2,1,1,3,4,2,14,12,13,12,12,15,6,12,4,4,13,15,4,13,10,9,14,13,11,14,14,11,11,5,13,11,13,10,11,13,8,7,20,14,10,7,11,6,13,7,12,13,1,8,11,13,11,10,11,14,10,M/AM LC,1,1,11,20,18,7,1,1,1,1,17,17,7,1,1
15052646,Igor Sao Jose,1651,16/11/1988,27,0,0,0,0,165,0,2,1,3,2,3,4,3,2,2,1,3,6,6,6,3,13,6,1,8,2,11,13,1,10,13,9,9,3,6,4,11,9,9,9,16,6,7,7,12,13,13,7,3,1,9,13,20,13,6,9,4,9,6,9,9,11,11,10,12,8,4,7,M C,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1
150533,Adriano Louzada,1651,03/01/1979,37,0,0,0,0,181,73,1,1,1,3,1,2,2,1,3,1,3,4,8,9,11,10,11,14,11,4,4,9,14,5,10,11,13,12,11,10,9,10,11,12,10,12,6,9,11,12,10,12,9,11,14,12,20,12,12,14,9,14,9,7,11,9,15,13,8,8,11,12,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
15054756,Gustavo Catarcione,1651,28/09/1984,31,0,0,0,0,182,0,1,3,1,2,3,2,3,2,1,4,2,4,4,12,13,12,6,13,7,2,3,6,6,2,11,6,11,5,11,6,6,12,8,11,4,12,7,6,7,13,11,5,5,8,12,12,20,10,8,9,8,5,4,9,17,11,10,10,11,7,13,4,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
15065618,Walyson Pinheiro,1651,11/05/1997,19,0,0,0,0,171,0,2,4,4,2,3,1,1,1,4,1,2,2,2,4,1,6,1,5,4,4,6,3,4,8,5,7,6,7,5,9,3,4,4,4,5,3,6,5,5,13,13,4,1,12,14,13,20,7,3,6,7,7,7,7,20,10,12,12,9,5,9,1,D R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1
15075259,Adilson De Melo,1651,20/03/1981,35,0,0,0,0,185,0,2,2,1,2,1,3,2,2,2,2,3,9,11,14,10,13,12,11,12,3,5,11,10,5,12,8,8,8,13,9,9,9,12,14,11,6,11,7,2,8,4,13,13,20,12,6,11,4,12,9,4,12,13,8,5,11,8,10,12,12,6,14,M/AM/S LC,1,1,16,20,16,1,1,1,1,1,16,1,1,1,1
1507766,Fernando de Abreu,1651,03/10/1984,31,0,0,0,0,187,82,1,1,3,3,1,1,2,3,1,3,3,5,9,8,5,11,7,13,6,6,12,11,8,10,10,10,11,10,10,14,9,14,12,5,7,8,15,11,13,10,12,11,12,5,11,11,20,12,9,8,8,10,14,8,14,8,15,11,18,12,13,3,D C,1,10,1,1,1,1,20,1,1,5,1,1,1,1,1
15080067,Rurik Pereira,1651,22/04/1994,22,0,0,0,0,170,0,2,1,1,2,4,3,2,2,2,2,2,5,5,7,6,11,2,3,6,3,4,9,4,4,12,6,6,1,8,6,7,8,4,12,11,8,7,6,11,13,11,6,1,9,11,13,20,13,3,8,8,2,8,8,15,11,10,12,12,3,7,1,M/AM C,1,1,1,20,1,1,1,1,1,1,16,1,1,1,1
151208,Bruno Barbosa,1651,07/06/1981,35,0,0,0,0,185,75,1,1,2,3,2,2,1,3,2,2,2,6,3,3,1,6,2,13,2,1,13,7,1,13,5,6,9,9,4,7,5,12,9,2,10,3,13,6,7,10,11,7,13,20,15,8,10,4,8,9,6,7,6,9,19,12,13,14,13,1,14,5,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
156820,Caihame,1651,11/02/1987,29,0,0,0,0,185,81,3,1,3,3,1,2,2,3,2,3,1,8,12,11,12,10,3,10,2,1,5,2,8,3,12,9,8,12,8,6,7,11,5,11,11,11,5,11,11,14,12,6,7,10,5,14,20,4,12,9,9,8,6,9,7,10,10,13,11,5,12,6,S R,1,1,20,1,10,15,1,1,1,1,1,1,1,1,1
16005140,Jailson,1651,11/10/1984,31,0,0,0,0,179,77,1,3,1,3,1,3,3,2,1,2,3,8,9,12,13,12,6,10,8,3,5,11,9,5,13,6,11,10,12,8,9,11,6,12,11,12,12,8,11,11,13,12,11,5,8,11,20,10,12,10,6,10,8,10,16,10,12,10,9,3,1,7,AM/S R,1,1,18,1,14,20,1,1,1,1,1,1,1,1,1
16018576,Denilson,1651,12/05/1989,27,0,0,0,0,178,68,2,2,2,3,3,1,1,4,3,2,3,7,7,8,6,14,7,7,7,1,9,11,1,14,13,9,10,8,8,9,9,10,6,5,10,9,8,8,12,12,13,6,7,10,11,14,20,7,6,9,9,9,9,9,19,12,12,9,13,8,2,2,M C,1,1,1,12,1,1,1,1,1,15,20,1,1,1,1
16047583,Jonathan,1651,15/09/1991,24,0,0,0,0,174,69,3,2,2,2,1,3,2,2,2,1,2,6,9,11,11,10,8,6,8,8,6,11,13,6,11,8,11,9,10,11,11,9,6,7,8,12,8,10,11,14,13,13,7,20,12,13,15,12,7,10,8,9,10,10,13,10,12,10,13,7,13,6,S ,1,1,20,1,13,13,1,1,1,1,1,1,1,1,1
16063849,Danilo Soares,1651,29/10/1991,24,0,0,0,0,170,72,1,1,3,1,2,2,1,2,1,1,1,10,15,12,7,13,7,10,8,13,10,12,8,12,14,15,13,10,13,10,12,12,13,13,8,14,9,12,16,15,16,10,7,20,12,13,8,14,7,15,14,14,9,9,13,15,10,11,11,8,10,10,D/WB L,1,1,1,1,15,1,1,20,1,1,1,15,1,20,1
16097159,André Ramalho,1651,16/02/1992,24,0,0,0,0,182,75,3,3,2,2,2,3,3,3,3,3,1,6,9,11,7,12,10,14,9,10,15,12,8,17,13,14,16,16,14,10,10,11,12,9,9,8,14,13,12,9,11,14,13,10,16,11,20,15,13,12,12,13,4,12,13,16,9,16,14,13,8,8,D/DM/M C,1,1,1,1,1,1,20,12,1,17,17,1,1,8,1
16101870,Carlos Eduardo,1651,15/01/1992,24,0,0,0,0,185,74,3,2,1,3,2,3,1,1,2,3,2,4,5,12,4,11,3,12,5,7,10,11,4,13,13,4,8,12,11,9,6,8,9,6,2,7,13,8,10,11,11,12,11,20,10,12,5,12,11,8,5,5,9,8,10,13,12,13,12,7,14,8,D C,1,1,1,1,1,1,20,1,1,5,1,1,1,1,1
16132844,Rafinha,1651,18/02/1993,23,0,0,0,0,182,0,3,2,2,3,2,1,1,3,2,2,2,8,11,12,5,11,6,8,6,6,11,11,8,11,12,9,11,11,8,9,10,8,6,7,9,13,10,9,11,12,12,10,11,20,11,12,5,11,9,7,9,4,6,9,10,14,9,11,11,1,5,6,D/WB/M RL,1,1,1,1,14,1,1,20,16,1,1,16,1,18,1
16162056,Luis Filipe Couto da Silva,1651,15/09/1992,23,0,0,0,0,187,0,2,2,4,2,3,1,1,1,3,2,3,5,4,10,9,12,5,6,6,4,4,10,7,5,11,8,5,3,12,5,10,8,3,12,1,6,6,5,7,13,13,6,8,5,11,12,20,8,9,8,8,6,8,8,19,10,13,11,12,6,7,5,AM C,1,1,13,20,1,1,1,1,1,1,1,1,1,1,1
16162880,Venuto,1651,14/01/1995,21,0,0,0,0,164,63,2,4,1,2,2,3,2,3,2,2,2,11,12,12,9,12,11,4,10,5,4,11,12,5,12,9,12,8,10,9,10,9,8,11,7,13,9,10,12,16,14,10,4,10,11,16,20,11,10,11,11,9,10,11,13,13,11,9,10,1,14,5,AM RC,1,1,14,20,10,18,1,1,1,1,1,1,1,1,1
16162881,Felipe Pires,1651,18/04/1995,21,0,0,0,0,178,68,3,3,3,2,3,4,1,4,1,1,3,9,10,13,12,12,10,7,11,6,5,10,14,6,12,15,11,10,8,10,10,8,14,14,6,13,8,12,15,16,14,12,9,8,14,15,20,13,8,11,5,11,5,15,12,16,8,10,13,8,10,10,M/AM RL,1,1,14,12,20,18,1,1,1,1,8,20,18,1,1
16183023,Bruno,1651,26/05/1994,22,0,0,0,0,179,72,3,1,3,2,3,3,2,2,3,2,2,4,7,12,13,13,6,8,8,6,6,8,5,2,11,9,8,8,11,8,6,6,9,11,8,8,6,7,8,14,13,8,6,20,12,15,10,11,7,9,9,9,9,9,17,12,13,10,8,3,14,4,AM/S L,1,1,17,10,20,13,1,1,1,1,1,13,13,1,1
16190703,Victor Alves,1651,02/01/1994,22,0,0,0,0,160,0,1,1,1,3,2,3,2,3,1,2,2,3,5,9,9,13,2,1,11,2,5,13,5,6,13,8,4,5,7,6,9,12,8,13,5,8,1,6,9,13,11,2,1,9,11,13,20,6,3,8,8,8,8,8,15,11,13,11,11,9,5,1,AM C,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1
